,feature_id,map_name,database_name,state,similarity,,,,,,,,,,,,,,,,,,,,
1544,615090,Gerber Union Elementary School District,Gerber Union School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1543,613860,Flournoy Union Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1542,613170,Evergreen Union Elementary School District,Evergreen Union School District,CA,0.711111111,,,,,,,,,,,,,,,,,,,,
1541,612420,Elkins Elementary School District,,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1540,609780,Corning Union Elementary School District,Corning Union Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1539,602760,Antelope Elementary School District,Antelope School District,CA,0.659090909,,,,,,,,,,,,,,,,,,,,
1538,623550,Manchester Union Elementary School District,,CA,0.636363636,,,,,,,,,,,,,,,,,,,,
1537,603090,Arena Union Elementary School District,,CA,0.70212766,,,,,,,,,,,,,,,,,,,,
1536,631380,Pope Valley Union Elementary School District,,CA,0.705882353,,,,,,,,,,,,,,,,,,,,
1535,617760,Howell Mountain Elementary School District,,CA,0.56,,,,,,,,,,,,,,,,,,,,
1534,617850,Hueneme Elementary School District,Hueneme School District,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1533,606030,Briggs Elementary School District,Briggs School District,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1556,631180,Plumas Lake Elementary School District,,CA,0.595744681,,,,,,,,,,,,,,,,,,,,
1532,641250,Walnut Creek Elementary School District,Walnut Creek School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1557,642330,Wheatland Elementary School District,Wheatland School District,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1559,632250,Reeds Creek Elementary School District,,CA,0.62745098,,,,,,,,,,,,,,,,,,,,
1582,608700,Cinnabar Elementary School District,,CA,0.651162791,,,,,,,,,,,,,,,,,,,,
1581,604650,Bennett Valley Union Elementary School District,Bennett Valley Union School District,CA,0.74,,,,,,,,,,,,,,,,,,,,
1580,604380,Bellevue Union School District,,CA,0.615384615,,,,,,,,,,,,,,,,,,,,
1579,601890,Alexander Valley Union School District,Alexander Valley Union School District,CA,1,,,,,,,,,,,,,,,,,,,,
1578,633240,Robla Elementary School District,Robla School District,CA,0.675,,,,,,,,,,,,,,,,,,,,
1577,603060,Arcohe Union Elementary School District,,CA,0.693877551,,,,,,,,,,,,,,,,,,,,
1576,640200,Twain Harte School District,,CA,0.47826087,,,,,,,,,,,,,,,,,,,,
1575,638250,Summerville Elementary School District,,CA,0.604166667,,,,,,,,,,,,,,,,,,,,
1574,637320,Soulsbyville Elementary School District,,CA,0.591836735,,,,,,,,,,,,,,,,,,,,
1573,637230,Sonora Elementary School District,,CA,0.658536585,,,,,,,,,,,,,,,,,,,,
1572,618690,Jamestown Elementary School District,,CA,0.622222222,,,,,,,,,,,,,,,,,,,,
1571,610320,Curtis Creek Elementary School District,,CA,0.615384615,,,,,,,,,,,,,,,,,,,,
1570,609480,Columbia Union Elementary School District,Columbia Elementary School District,CA,0.818181818,,,,,,,,,,,,,,,,,,,,
1569,604500,Belleview Elementary School District,,CA,0.681818182,,,,,,,,,,,,,,,,,,,,
1568,623040,Lucerne Elementary School District,,CA,0.659090909,,,,,,,,,,,,,,,,,,,,
1567,640380,Union Hill Elementary School District,,CA,0.653846154,,,,,,,,,,,,,,,,,,,,
1566,630930,Pleasant Ridge Union Elementary School District,,CA,0.607142857,,,,,,,,,,,,,,,,,,,,
1565,626820,Nevada City Elementary School District,Nevada City School District,CA,0.725,,,,,,,,,,,,,,,,,,,,
1564,615780,Grass Valley Elementary School District,Grass Valley Elementary School,CA,0.697674419,,,,,,,,,,,,,,,,,,,,
1563,608880,Clear Creek Elementary School District,,CA,0.62745098,,,,,,,,,,,,,,,,,,,,
1562,608340,Chicago Park Elementary School District,,CA,0.574468085,,,,,,,,,,,,,,,,,,,,
1561,600012,Twin Ridges Elementary School District,,CA,0.595744681,,,,,,,,,,,,,,,,,,,,
1560,632400,Richfield Elementary School District,,CA,0.613636364,,,,,,,,,,,,,,,,,,,,
1558,631980,Red Bluff Union Elementary School District,Red Bluff Union Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1583,611610,Dunham Elementary School District,,CA,0.658536585,,,,,,,,,,,,,,,,,,,,
1531,628860,Orinda Union Elementary School District,Orinda Union School District,CA,0.708333333,,,,,,,,,,,,,,,,,,,,
1529,625740,Moraga Elementary School District,Moraga School District,CA,0.7,,,,,,,,,,,,,,,,,,,,
1501,613740,Fieldbrook Elementary School District,,CA,0.6,,,,,,,,,,,,,,,,,,,,
1500,610380,Cutten Elementary School District,,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1499,610230,Cuddeback Union Elementary School District,,CA,0.653846154,,,,,,,,,,,,,,,,,,,,
1498,633480,Rosedale Union Elementary School District,,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1497,632710,Rio Bravo-Greeley Union Elementary School District,Rio Bravo-Greeley Union School District,CA,0.754716981,,,,,,,,,,,,,,,,,,,,
1496,612600,Elverta Joint Elementary School District,,CA,0.634615385,,,,,,,,,,,,,,,,,,,,
1495,613980,Foresthill Union Elementary School District,,CA,0.634615385,,,,,,,,,,,,,,,,,,,,
1494,627120,Newcastle Elementary School District,,CA,0.630434783,,,,,,,,,,,,,,,,,,,,
1493,613080,Eureka Union Elementary School District,Eureka Union School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1492,633600,Roseville City Elementary School District,Roseville City School District,CA,0.744186047,,,,,,,,,,,,,,,,,,,,
1491,611490,Dry Creek Joint Elementary School District,Dry Creek Joint Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1490,601680,Ackerman Elementary School District,,CA,0.636363636,,,,,,,,,,,,,,,,,,,,
1489,608520,Chowchilla Elementary School District,Chowchilla School District,CA,0.675,,,,,,,,,,,,,,,,,,,,
1488,604080,Bass Lake Joint Union Elementary School District,,CA,0.578947368,,,,,,,,,,,,,,,,,,,,
1487,602360,Alview-Dairyland Union Elementary School District,,CA,0.568965517,,,,,,,,,,,,,,,,,,,,
1486,607840,Cayucos Elementary School District,,CA,0.651162791,,,,,,,,,,,,,,,,,,,,
1485,630720,Placer Hills Union Elementary School District,Placer Hills Union Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1484,622560,Loomis Union Elementary School District,Loomis Union School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1483,603480,Auburn Union Elementary School District,Auburn Union School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1482,609300,Colfax Elementary School District,,CA,0.714285714,,,,,,,,,,,,,,,,,,,,
1481,602250,Alta-Dutch Flat Union Elementary School District,,CA,0.578947368,,,,,,,,,,,,,,,,,,,,
1480,639600,Traver Joint Elementary School District,,CA,0.647058824,,,,,,,,,,,,,,,,,,,,
1479,630510,Pioneer Union Elementary School District,Pioneer Union School District,CA,,,,,,,,,,,,,,,,,,,,,
1502,636330,Semitropic Elementary School District,,CA,0.6,,,,,,,,,,,,,,,,,,,,
1530,628080,Oakley Union Elementary School District,Oakley Union Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1503,637470,South Fork Union School District,,CA,0.717948718,,,,,,,,,,,,,,,,,,,,
1505,638700,Taft City School District,Taft City School District,CA,1,,,,,,,,,,,,,,,,,,,,
1528,620310,Lafayette Elementary School District,Lafayette Elementary School,CA,0.675,,,,,,,,,,,,,,,,,,,,
1527,620040,Knightsen Elementary School District,,CA,0.659090909,,,,,,,,,,,,,,,,,,,,
1526,607350,Canyon Elementary School District,,CA,0.707317073,,,,,,,,,,,,,,,,,,,,
1525,639720,Trinidad Union Elementary School District,,CA,0.66,,,,,,,,,,,,,,,,,,,,
1524,637350,South Bay Union Elementary School District,South Bay Union School District,CA,0.711111111,,,,,,,,,,,,,,,,,,,,
1523,636100,Scotia Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1522,632730,Rio Dell Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1521,630090,Peninsula Union Elementary School District,,CA,0.653846154,,,,,,,,,,,,,,,,,,,,
1520,606750,Byron Union Elementary School District,,CA,0.717391304,,,,,,,,,,,,,,,,,,,,
1519,605910,Brentwood Union Elementary School District,Brentwood Union School District,CA,0.727272727,,,,,,,,,,,,,,,,,,,,
1518,629430,Pacific Union Elementary School District,,CA,,,,,,,,,,,,,,,,,,,,,
1517,628830,Orick Elementary School District,,CA,0.692307692,,,,,,,,,,,,,,,,,,,,
1516,624300,McKinleyville Union Elementary School District,,CA,0.618181818,,,,,,,,,,,,,,,,,,,,
1515,623730,Maple Creek Elementary School District,,CA,0.62745098,,,,,,,,,,,,,,,,,,,,
1514,622320,Loleta Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1513,619980,Kneeland Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1512,618660,Jacoby Creek Elementary School District,,CA,0.647058824,,,,,,,,,,,,,,,,,,,,
1511,618120,Hydesville Elementary School District,,CA,0.617021277,,,,,,,,,,,,,,,,,,,,
1510,615990,Green Point Elementary School District,,CA,0.652173913,,,,,,,,,,,,,,,,,,,,
1509,614910,Garfield Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1508,614520,Freshwater Elementary School District,,CA,0.744186047,,,,,,,,,,,,,,,,,,,,
1507,641400,Wasco Union Elementary School District,Wasco Union Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1506,641130,Vineland Elementary School District,,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1504,637890,Standard Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1407,614040,Forks of Salmon Elementary School District,,CA,0.58,,,,,,,,,,,,,,,,,,,,
1584,614010,Forestville Union Elementary School District,,CA,0.62962963,,,,,,,,,,,,,,,,,,,,
1586,615840,Gravenstein Union Elementary School District,Gravenstein Union School District,CA,0.723404255,,,,,,,,,,,,,,,,,,,,
1436,609330,College Elementary School District,,CA,0.697674419,,,,,,,,,,,,,,,,,,,,
1437,615510,Goleta Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1438,616260,Guadalupe Union Elementary School District,,CA,0.653846154,,,,,,,,,,,,,,,,,,,,
1439,617490,Hope Elementary School District,,CA,0.692307692,,,,,,,,,,,,,,,,,,,,
1440,622920,Los Olivos Elementary School District,,CA,0.622222222,,,,,,,,,,,,,,,,,,,,
1441,625500,Montecito Union Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1442,628710,Orcutt Union Elementary School District,,CA,0.708333333,,,,,,,,,,,,,,,,,,,,
1443,637110,Solvang Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1444,641220,Vista del Mar Union Elementary School District,Vista Unified School District,CA,0.611111111,,,,,,,,,,,,,,,,,,,,
1445,636990,Solana Beach Elementary School District,Solana Beach School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1446,637380,South Bay Union School District,South Bay Union School District,CA,1,,,,,,,,,,,,,,,,,,,,
1447,637680,Spencer Valley Elementary School District,,CA,0.551020408,,,,,,,,,,,,,,,,,,,,
1448,640710,Vallecitos Elementary School District,Vallecitos School District,CA,0.675,,,,,,,,,,,,,,,,,,,,
1449,621420,Lennox Elementary School District,,CA,0.658536585,,,,,,,,,,,,,,,,,,,,
1450,607740,Castaic Union School District,,CA,0.648648649,,,,,,,,,,,,,,,,,,,,
1451,620880,Lancaster Elementary School District,Lancaster School District,CA,0.681818182,,,,,,,,,,,,,,,,,,,,
1452,605790,Brawley Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1453,612030,El Centro Elementary School District,El Centro Elementary School,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1455,623460,Magnolia Union Elementary School District,Magnolia School District,CA,0.660377359,,,,,,,,,,,,,,,,,,,,
1456,624180,McCabe Union Elementary School District,,CA,0.693877551,,,,,,,,,,,,,,,,,,,,
1457,624390,Meadows Union Elementary School District,Meadows Arts and Technology Elementary School,CA,0.673469388,,,,,,,,,,,,,,,,,,,,
1458,626430,Mulberry Elementary School District,,CA,0.725,,,,,,,,,,,,,,,,,,,,
1459,636210,Seeley Union Elementary School District,,CA,0.782608696,,,,,,,,,,,,,,,,,,,,
1435,609270,Cold Spring Elementary School District,,CA,0.638297872,,,,,,,,,,,,,,,,,,,,
1460,642180,Westmorland Union Elementary School District,,CA,0.653846154,,,,,,,,,,,,,,,,,,,,
1434,606330,Buellton Union Elementary School District,,CA,0.673469388,,,,,,,,,,,,,,,,,,,,
1432,605280,Blochman Union Elementary School District,Blochman Union School District,CA,0.704545455,,,,,,,,,,,,,,,,,,,,
1409,616110,Grenada Elementary School District,Grenada Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1410,616530,Happy Camp Union Elementary School District,,CA,0.634615385,,,,,,,,,,,,,,,,,,,,
1411,617620,Hornbrook Elementary School District,,CA,0.613636364,,,,,,,,,,,,,,,,,,,,
1412,619230,Junction Elementary School District,,CA,,,,,,,,,,,,,,,,,,,,,
1413,619920,Klamath River Union Elementary School District,,CA,0.6,,,,,,,,,,,,,,,,,,,,
1414,621960,Little Shasta Elementary School District,,CA,0.58,,,,,,,,,,,,,,,,,,,,
1415,624210,McCloud Union Elementary School District,,CA,0.673469388,,,,,,,,,,,,,,,,,,,,
1416,625380,Montague Elementary School District,,CA,0.682926829,,,,,,,,,,,,,,,,,,,,
1417,626040,Mount Shasta Union Elementary School District,Shasta Union High School District,CA,0.611111111,,,,,,,,,,,,,,,,,,,,
1418,605640,Bonny Doon Union Elementary School District,,CA,0.647058824,,,,,,,,,,,,,,,,,,,,
1419,616560,Happy Valley Elementary School District,,CA,0.574468085,,,,,,,,,,,,,,,,,,,,
1420,621990,Live Oak Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1421,626070,Mountain Elementary School District,,CA,0.682926829,,,,,,,,,,,,,,,,,,,,
1422,629340,Pacific Elementary School District,,CA,0.651162791,,,,,,,,,,,,,,,,,,,,
1423,635590,Santa Cruz City Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1424,637290,Soquel Elementary School District,,CA,0.658536585,,,,,,,,,,,,,,,,,,,,
1425,642060,West Park Elementary School District,,CA,0.622222222,,,,,,,,,,,,,,,,,,,,
1426,642210,Westside Elementary School District,Westside Union School District,CA,0.636363636,,,,,,,,,,,,,,,,,,,,
1427,636240,Seiad Elementary School District,,CA,0.675,,,,,,,,,,,,,,,,,,,,
1428,641980,Weed Union Elementary School District,,CA,0.755555556,,,,,,,,,,,,,,,,,,,,
1429,642600,Willow Creek Elementary School District,,CA,0.638297872,,,,,,,,,,,,,,,,,,,,
1430,643380,Yreka Union Elementary School District,,CA,0.70212766,,,,,,,,,,,,,,,,,,,,
1431,603720,Ballard Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1433,605580,Santa Maria-Bonita Elementary School District,,CA,0.529411765,,,,,,,,,,,,,,,,,,,,
1585,614130,Fort Ross Elementary School District,,CA,0.622222222,,,,,,,,,,,,,,,,,,,,
1461,603180,Armona Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1463,616470,Hanford Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1608,601950,Alisal Union Elementary School District,Alisal Union School District,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1607,640260,Two Rock Union Elementary School District,,CA,0.66,,,,,,,,,,,,,,,,,,,,
1606,640230,Twin Hills Union Elementary School District,,CA,0.735849057,,,,,,,,,,,,,,,,,,,,
1605,636180,Sebastopol Union Elementary School District,,CA,0.647058824,,,,,,,,,,,,,,,,,,,,
1604,635810,Santa Rosa Elementary School District,,CA,0.613636364,,,,,,,,,,,,,,,,,,,,
1603,633510,Roseland School District,Roseland School District,CA,1,,,,,,,,,,,,,,,,,,,,
1602,632640,Rincon Valley Union Elementary School District,Rincon Valley Union School District,CA,0.729166667,,,,,,,,,,,,,,,,,,,,
1601,632340,Kashia Elementary School District,,CA,0.674418605,,,,,,,,,,,,,,,,,,,,
1600,630450,Piner-Olivet Union Elementary School District,Piner-Olivet Union School District,CA,0.729166667,,,,,,,,,,,,,,,,,,,,
1599,630230,Petaluma City Elementary School District,Petaluma City School District,CA,0.738095238,,,,,,,,,,,,,,,,,,,,
1598,628320,Old Adobe Union Elementary School District,Old Adobe Union School District,CA,0.711111111,,,,,,,,,,,,,,,,,,,,
1597,627840,Oak Grove Union Elementary School District,Oak Grove School District,CA,0.734693878,,,,,,,,,,,,,,,,,,,,
1596,625650,Montgomery Elementary School District,,CA,0.651162791,,,,,,,,,,,,,,,,,,,,
1595,625410,Monte Rio Union Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1476,628470,Ontario-Montclair School District,Ontario-Montclair School District,CA,1,,,,,,,,,,,,,,,,,,,,
1594,624000,Mark West Union Elementary School District,Mark West Union School District,CA,0.745098039,,,,,,,,,,,,,,,,,,,,
1593,621540,Liberty Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1592,619410,Kenwood Elementary School District,,CA,0.642857143,,,,,,,,,,,,,,,,,,,,
1591,617580,Horicon Elementary School District,,CA,0.707317073,,,,,,,,,,,,,,,,,,,,
1590,616620,Harmony Union School District,,CA,0.605263158,,,,,,,,,,,,,,,,,,,,
1589,616320,Guerneville Elementary School District,,CA,0.604166667,,,,,,,,,,,,,,,,,,,,
1588,613710,Feather Falls Union Elementary School District,,CA,0.637931035,,,,,,,,,,,,,,,,,,,,
1587,603780,Bangor Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1609,605190,Bitterwater-Tully Union Elementary School District,,CA,0.586206897,,,,,,,,,,,,,,,,,,,,
1462,607980,Central Union Elementary School District,,CA,0.733333333,,,,,,,,,,,,,,,,,,,,
1610,605730,Bradley Union Elementary School District,,CA,0.765957447,,,,,,,,,,,,,,,,,,,,
1612,608250,Chatom Union Elementary School District,,CA,0.693877551,,,,,,,,,,,,,,,,,,,,
1464,618510,Island Union Elementary School District,,CA,0.6875,,,,,,,,,,,,,,,,,,,,
1465,619770,Kings River-Hardwick Union Elementary School District,,CA,0.53968254,,,,,,,,,,,,,,,,,,,,
1466,619890,Kit Carson Union Elementary School District,,CA,0.647058824,,,,,,,,,,,,,,,,,,,,
1467,620760,Lakeside Union Elementary School District,Lakeside Union School District,CA,,,,,,,,,,,,,,,,,,,,,
1468,621360,Lemoore Union Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1469,641040,Victor Elementary School District,Victor Elementary School District,CA,1,,,,,,,,,,,,,,,,,,,,
1470,601710,Adelanto Elementary School District,,CA,0.627906977,,,,,,,,,,,,,,,,,,,,
1471,628950,Oro Grande Elementary School District,,CA,0.6,,,,,,,,,,,,,,,,,,,,
1472,616300,Cucamonga Elementary School District,Cucamonga School District,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1473,626220,Mountain View Elementary School District,,CA,,,,,,,,,,,,,,,,,,,,,
1474,607950,Central Elementary School District,Central School District,CA,0.846153846,,,,,,,,,,,,,,,,,,,,
1475,612960,Etiwanda Elementary School District,Etiwanda School District,CA,0.659090909,,,,,,,,,,,,,,,,,,,,
1623,606100,Browns Elementary School District,Browns Valley Elementary School,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1622,606090,Brittan Elementary School District,,CA,0.651162791,,,,,,,,,,,,,,,,,,,,
1621,639180,Thermalito Union School District,Thermalito Union School District,CA,1,,,,,,,,,,,,,,,,,,,,
1620,630520,Pioneer Union Elementary School District,Pioneer Union School District,CA,,,,,,,,,,,,,,,,,,,,,
1619,629540,Palermo Union Elementary School District,Palermo Union School District,CA,0.708333333,,,,,,,,,,,,,,,,,,,,
1618,629100,Oroville City Elementary School District,,CA,0.62745098,,,,,,,,,,,,,,,,,,,,
1617,623700,Manzanita Elementary School District,Manzanita Elementary School,CA,0.675,,,,,,,,,,,,,,,,,,,,
1616,615480,Golden Feather Union Elementary School District,,CA,0.589285714,,,,,,,,,,,,,,,,,,,,
1615,616650,Hart-Ransom Union Elementary School District,,CA,0.622641509,,,,,,,,,,,,,,,,,,,,
1614,615810,Gratton Elementary School District,,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1613,612690,Empire Union Elementary School District,,CA,0.693877551,,,,,,,,,,,,,,,,,,,,
1611,608580,Chualar Union Elementary School District,,CA,0.68,,,,,,,,,,,,,,,,,,,,
1454,616830,Heber Elementary School District,,CA,0.707317073,,,,,,,,,,,,,,,,,,,,
1750,614880,Garden Grove Unified School District,Garden Grove Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1625,623800,Marcum-Illinois Union Elementary School District,,CA,0.610169492,,,,,,,,,,,,,,,,,,,,
1929,610770,Del Norte County Unified School District,Del Norte County Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1928,619260,Jurupa Unified School District,Jurupa Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1927,611100,Desert Center Unified School District,,CA,0.673913044,,,,,,,,,,,,,,,,,,,,
1926,603840,Banning Unified School District,Banning Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1925,602070,Alpine County Unified School District,Alpine County Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1924,600044,Healdsburg Unified School District,,CA,0.590909091,,,,,,,,,,,,,,,,,,,,
1923,691134,Golden Plains Unified School District,,CA,0.577777778,,,,,,,,,,,,,,,,,,,,
1922,619490,Kerman Unified School District,Kerman Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1921,613840,Firebaugh-Las Deltas Unified School District,,CA,0.519230769,,,,,,,,,,,,,,,,,,,,
1920,609030,Clovis Unified School District,,CA,0.72972973,,,,,,,,,,,,,,,,,,,,
1919,602430,Alvord Unified School District,Alvord Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1930,604290,Beaumont Unified School District,Beaumont Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1918,600027,Lake Elsinore Unified School District,,CA,0.622222222,,,,,,,,,,,,,,,,,,,,
1916,628650,Orange Unified School District,,CA,0.684210526,,,,,,,,,,,,,,,,,,,,
1915,600038,Mattole Unified School District,,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1914,619950,Klamath-Trinity Joint Unified School District,Klamath-Trinity Joint Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1913,600052,Eureka City Unified School District,Eureka City School District,CA,0.736842105,,,,,,,,,,,,,,,,,,,,
1912,600037,Ferndale Unified School District,,CA,0.743589744,,,,,,,,,,,,,,,,,,,,
1911,640150,Tustin Unified School District,,CA,0.710526316,,,,,,,,,,,,,,,,,,,,
1910,630660,Placentia-Yorba Linda Unified School District,,CA,0.490566038,,,,,,,,,,,,,,,,,,,,
1909,627240,Newport-Mesa Unified School District,Newport-Mesa Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1908,622590,Los Alamitos Unified School District,Los Alamitos Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1907,620370,Laguna Beach Unified School District,Laguna Beach Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1906,605880,Brea-Olinda Unified School District,,CA,0.604651163,,,,,,,,,,,,,,,,,,,,
1917,623940,Mariposa County Unified School District,Mariposa County Unified School District Office of Education,CA,0.632653061,,,,,,,,,,,,,,,,,,,,
1905,604740,Berkeley Unified School District,,CA,0.690476191,,,,,,,,,,,,,,,,,,,,
1931,609070,Coachella Valley Unified School District,Coachella Valley Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1933,624150,Maxwell Unified School District,,CA,0.65,,,,,,,,,,,,,,,,,,,,
1957,625860,Morongo Unified School District,Morongo Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1956,600017,Apple Valley Unified School District,Apple Valley Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1955,600014,Hesperia Unified School District,Hesperia Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1954,639840,Trona Joint Unified School District,,CA,0.681818182,,,,,,,,,,,,,,,,,,,,
1953,607970,Central Unified School District,Central School District,CA,0.705882353,,,,,,,,,,,,,,,,,,,,
1952,600040,Riverdale Joint Unified School District,Riverdale Joint Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1951,636270,Selma Unified School District,,CA,0.702702703,,,,,,,,,,,,,,,,,,,,
1950,635250,Sanger Unified School District,Sanger Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1949,641190,Vista Unified School District,Vista Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1948,626100,Mountain Empire Unified School District,Mountain Empire Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1947,607500,Carlsbad Unified School District,,CA,0.625,,,,,,,,,,,,,,,,,,,,
1932,629640,Palo Verde Unified School District,Palo Verde Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1946,600042,Warner Unified School District,,CA,0.684210526,,,,,,,,,,,,,,,,,,,,
1944,640980,Ventura Unified School District,Ventura Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1943,627850,Oak Park Unified School District,Oak Park Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1942,613800,Fillmore Unified School District,Fillmore Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1941,629910,Parlier Unified School District,,CA,0.675,,,,,,,,,,,,,,,,,,,,
1940,621150,Laton Joint Unified School District,,CA,0.785714286,,,,,,,,,,,,,,,,,,,,
1939,614250,Fowler Unified School District,,CA,0.684210526,,,,,,,,,,,,,,,,,,,,
1938,600067,Caruthers Unified School District,,CA,0.65,,,,,,,,,,,,,,,,,,,,
1937,642540,Williams Unified School District,,CA,0.634146342,,,,,,,,,,,,,,,,,,,,
1936,631620,Princeton Joint Unified School District,,CA,0.717391304,,,,,,,,,,,,,,,,,,,,
1935,609570,Colusa Unified School District,,CA,0.675675676,,,,,,,,,,,,,,,,,,,,
1934,638070,Stony Creek Joint Unified School District,,CA,0.62,,,,,,,,,,,,,,,,,,,,
1945,635070,San Pasqual Valley Unified School District,,CA,0.653061225,,,,,,,,,,,,,,,,,,,,
1958,632070,Redlands Unified School District,Redlands Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1904,601860,Albany City Unified School District,Albany Unified School District,CA,0.864864865,,,,,,,,,,,,,,,,,,,,
1902,624500,Milpitas Unified School District,Milpitas Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1873,612180,El Rancho Unified School District,,CA,0.625,,,,,,,,,,,,,,,,,,,,
1872,600116,Chawanakee Unified School District,,CA,0.634146342,,,,,,,,,,,,,,,,,,,,
1871,601414,Santa Barbara Unified School District,,CA,0.767441861,,,,,,,,,,,,,,,,,,,,
1870,601415,Washington Unified School District,Washington Unified School District,CA,,,,,,,,,,,,,,,,,,,,,
1869,611520,Duarte Unified School District,,CA,0.684210526,,,,,,,,,,,,,,,,,,,,
1868,610050,Covina-Valley Unified School District,Covina-Valley Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1867,604110,Bassett Unified School District,,CA,0.65,,,,,,,,,,,,,,,,,,,,
1866,603600,Azusa Unified School District,,CA,0.714285714,,,,,,,,,,,,,,,,,,,,
1865,600032,Redondo Beach Unified School District,,CA,0.666666667,,,,,,,,,,,,,,,,,,,,
1864,600025,Manhattan Beach Unified School District,Manhattan Beach Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1863,600043,Scotts Valley Unified School District,Scotts Valley Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1874,622500,Long Beach Unified School District,Long Beach Unified School District,CA,1,,,,,,,,,,,,,,,,,,,,
1862,601770,Alameda City Unified School District,,CA,0.697674419,,,,,,,,,,,,,,,,,,,,
